fecha,dispositivos_android,dispositivos_ios,cuentas_pago,cuentas_cobro,diferencia_pago_cobro,cuentas_bbva,cuentas_bancoppel,cuentas_azteca,cuentas_otros,cuentas_stp,monto_bbva,monto_bancoppel,monto_azteca,monto_otros,monto_stp,operaciones_bbva,operaciones_bancoppel,operaciones_azteca,operaciones_otros,operaciones_stp,tasa_activacion_total,ops_por_cuenta_bbva,monto_por_operacion_bbva,ops_por_cuenta_bancoppel,monto_por_operacion_bancoppel,ops_por_cuenta_azteca,monto_por_operacion_azteca,ops_por_cuenta_otros,monto_por_operacion_otros,ops_por_cuenta_stp,monto_por_operacion_stp,dispositivos_totales,proporcion_android,delta_cuentas_pago,delta_cuentas_cobro,delta_dispositivos_android,delta_dispositivos_ios,cuentas_total,cuentas_bbva_scaling,cuentas_bancoppel_scaling,cuentas_azteca_scaling,cuentas_otros_scaling,cuentas_stp_scaling,monto_bbva_scaling,monto_bancoppel_scaling,monto_azteca_scaling,monto_otros_scaling,monto_stp_scaling,operaciones_bbva_scaling,operaciones_bancoppel_scaling,operaciones_azteca_scaling,operaciones_otros_scaling,operaciones_stp_scaling
2020-09-01,4938701.0,1597143.0,252956.0,214693.0,38263.0,315324.0,149630.0,8338.0,73682.0,29352.0,7076469.0,16453428.0,4694852.5,62250181.5,4633046.5,10284.0,17001.0,3978.0,56078.5,2349.0,0.43891131061239647,0.03261407314381398,688.1047257876313,0.11362026331617991,967.7917769542968,0.47709282801631087,1180.204248366013,0.7610881897885508,1110.0543256328183,0.08002861815208503,1972.3484461472967,6535844.0,0.7556332433883061,,,,,576326.0,0.7953822711010998,1.0,0.3300564199008378,1.0,0.4858830855216196,0.0,0.0042531514486479904,0.0,0.005802206142134225,0.0022204094573256006,0.0,0.0,0.0,0.0,0.0015786855820592097
2020-10-01,5575963.0,1757739.0,276248.0,232525.0,43723.0,389448.0,100991.0,9623.0,63455.0,34417.0,7846180.5,16066932.0,5253843.0,67016927.0,4402100.5,10990.0,18168.0,7927.0,66929.5,2239.5,0.4620041676840588,0.02821942852447567,713.9381710646041,0.17989721856403046,884.3533685601057,0.8237555855762236,662.7782263151255,1.0547553384288078,1001.3062550893104,0.06506958770375106,1965.6622013842375,7333702.0,0.7603203675306142,0.09207925489017854,0.08305813417298191,0.1290343351419736,0.10055204825115838,597934.0,1.0,0.6565381953761633,0.4399042571379723,0.8365275491120665,0.5115248900161495,0.009465983364960337,0.0,0.02075336130344907,0.06701449439138307,0.0,0.0071761459217434265,0.01143910173154869,0.10195835431109046,0.12427275642493929,0.0
2020-11-01,6142203.0,1908697.0,300564.0,250779.0,49785.0,324465.0,107110.0,16175.0,54544.0,40437.0,8514627.5,18340345.0,5605482.5,85331698.0,5419438.0,11839.5,18945.5,7602.5,73104.0,2387.0,0.5537992117642073,0.036489297767093525,719.1712065543309,0.17687890953225655,968.0581140640257,0.47001545595054095,737.3209470568892,1.3402757406864183,1167.2644178157145,0.05903009619902565,2270.3971512358607,8050900.0,0.7629212883031711,0.08802235672294456,0.07850338673260948,0.10155017169231573,0.0858819198982328,542731.0,0.8206158076056712,0.6997472001355798,0.9999999999999999,0.6940905676060165,0.5420014276384733,0.017686606523582282,0.02501751581989259,0.03380850551800044,0.3022041099626328,0.009781099505044417,0.015810899406900697,0.019060268480716736,0.09358016085098692,0.19498717302670754,0.0021265399393035067
2020-12-01,6682017.0,2073589.0,335190.0,274807.0,60383.0,329412.0,121742.0,12643.0,52657.0,42017.0,10375426.5,24316895.5,6287716.5,108268659.5,5867946.0,21608.0,31718.0,8208.0,88169.0,2807.5,0.6001923107914288,0.06559566743166612,480.16598019252126,0.26053457311363376,766.659168295605,0.6492130032429012,766.047331871345,1.6744022637066296,1227.9674205219521,0.06681819263631388,2090.0965271593946,8755606.0,0.763170133512175,0.115203417574959,0.09581344530443148,0.0878860565175068,0.08638982510057902,558471.0,0.8342718961176627,0.8030703179064216,0.6980680458197982,0.6639280062658846,0.5500002531273889,0.04057088508708931,0.09078578875672233,0.059137466735583344,0.5967497069322895,0.014093239160575116,0.11510294110173153,0.14425814925724254,0.10921343092831418,0.36752141646433634,0.00818898091880943
2021-01-01,7248995.0,2232731.0,391294.0,331444.0,59850.0,333566.0,143317.0,11968.0,46792.0,39282.0,9008253.5,20802231.0,5370838.5,83361370.5,5614622.0,108665.5,119019.5,7028.0,73459.0,2649.0,0.6806000782710788,0.325769113159015,82.89892836272782,0.8304632388341927,174.78002344153688,0.5872326203208557,764.2058195788276,1.5699051119849547,1134.8013245483876,0.06743546662593554,2119.5251038127594,9481726.0,0.7645227250819102,0.16737969509830242,0.2060973701543265,0.08485132558028519,0.07674712780594417,574925.0,0.8457389249591449,0.9554210741875802,0.6403658745084629,0.570179504803312,0.5361541849551205,0.023757264821544458,0.052109061417534575,0.025096994839936132,0.2769020973262498,0.011657678443491679,0.9999999999999999,0.9999999999999999,0.07874727289157404,0.1990528654542123,0.0059038515603036315
2021-02-01,7669462.0,2372193.0,434450.0,375938.0,58512.0,239949.0,115719.0,10162.0,41522.0,46475.0,9179692.5,19228318.0,5301059.0,88067286.0,5503711.0,84500.0,93498.5,7078.5,72221.5,2879.0,0.9573031133008834,0.3521581669438089,108.63541420118344,0.8079788107398094,205.65375915121632,0.6965656366856918,748.8958112594477,1.739355040701315,1219.405384823079,0.061947283485745026,1911.6745397707537,10041655.0,0.763764737983928,0.11029047212581844,0.13424288869311263,0.05800348875947625,0.06246251787608981,453827.0,0.5873111832516232,0.7605392122247799,0.48598050948880145,0.4859417208804207,0.5725690911207975,0.025865637532755656,0.034789114106318075,0.022506326170121493,0.3373332355237072,0.010591334651776557,0.7543694698698433,0.7498394898964403,0.08005112118043453,0.18488020523157267,0.00921981214362435
2021-03-01,8106512.0,2531450.0,468676.0,406661.0,62015.0,219032.0,115933.0,8514.0,46889.0,52302.0,10430807.0,23422949.5,6251683.0,104718843.5,7241214.5,43113.5,54127.0,7895.0,81668.5,3270.5,1.058748051595997,0.19683653530077797,241.93830238788314,0.4668817334149897,432.7405823341401,0.9272962179938924,791.853451551615,1.74174113331485,1282.2427680194935,0.0625310695575695,2214.1001375936403,10637962.0,0.7620361870064962,0.07878006675106453,0.08172358208002373,0.0569857442412518,0.06713492536231236,442670.0,0.5295702486639283,0.7620503622523196,0.34510172679090445,0.5717299915282683,0.6020685570220068,0.04125195960883307,0.08094846126843502,0.05779966896526734,0.5511646510018237,0.027296405116458096,0.33369586761738745,0.3639143880766723,0.10113215341517887,0.293073434422099,0.01486415374523331
2021-04-01,8498191.0,2707591.0,516372.0,453897.0,62475.0,230781.0,103151.0,7569.0,46216.0,44434.0,11165030.0,24475451.0,5923799.5,89257915.5,8848452.0,90374.5,102976.0,8360.0,79571.0,3211.5,1.194887897980104,0.3916028615873924,123.54181765874223,0.9983034580372464,237.68111987259167,1.1045052186550404,708.588456937799,1.7217197507356758,1121.739270588531,0.07227573479767746,2755.239607659972,11205782.0,0.7583755421977689,0.10176753236777647,0.11615571692392446,0.0483165879480596,0.06958107013766823,432151.0,0.562003113820061,0.6717909246260962,0.264318686955035,0.5609724908489315,0.5622364311063186,0.0502815021116686,0.09253059479486014,0.045626501906185946,0.3526227356977901,0.04274904489012104,0.8140808993560781,0.8427393070864598,0.11313788518389425,0.2690514911356452,0.014013537769511905
2021-05-01,8876227.0,2875971.0,544702.0,477337.0,67365.0,210536.0,106855.0,8802.0,42781.0,40199.0,11913836.5,29907287.5,6184299.0,94362956.0,12761178.0,35408.5,47696.5,8981.0,85250.5,3984.5,1.3312266449643548,0.16818263859862445,336.46826327011877,0.4463665715221562,627.0331680521632,1.0203362872074528,688.5980403073155,1.9927187302774596,1106.890352549252,0.09911938107913132,3202.7049818044925,11752198.0,0.7552822884706333,0.0548635479847861,0.051641672009288486,0.044484290833190165,0.06218812220900416,409173.0,0.5061172209708052,0.6979465307102405,0.3697213198837408,0.5060660795064018,0.5407965412673582,0.05949039384912369,0.15230462422542113,0.05529793682836767,0.4181792481254182,0.0803675956090068,0.2553782977490686,0.30088170282840854,0.12917134632017865,0.3340968436483577,0.025158048773455018
2021-06-01,9225814.0,3010399.0,566732.0,493528.0,73204.0,168916.0,89277.0,9339.0,43715.0,35408.0,10160741.0,19777118.5,5888497.0,83001061.5,7544442.5,18230.5,25442.0,8825.5,77829.0,3765.0,1.634858865442587,0.10792642496862345,557.3484545130414,0.28497821387367406,777.3413450200455,0.9450155262876111,667.2139822106396,1.7803728697243508,1066.4541687545773,0.10633190239493899,2003.83598937583,12236213.0,0.7539762506585984,0.0404441327551579,0.03391943218313265,0.03938463944196102,0.04674177868970175,346655.0,0.3912260942537874,0.5738203849901845,0.41562660283809194,0.5209955083838174,0.516541874863944,0.03793066291073077,0.04082832703890665,0.04431584360803059,0.27227517978538274,0.030211763334075763,0.08077229967016156,0.08273989521508354,0.12515652634160826,0.24910096660405878,0.02199346899937285
2021-07-01,9595034.0,3142592.0,596767.0,513840.0,82927.0,161851.0,89366.0,11678.0,56613.0,41437.0,12136615.0,23270027.5,6513908.5,83876713.5,8594360.0,23003.5,29594.0,10825.0,88882.5,3652.5,1.6533460776572608,0.14212763591204255,527.5986262959984,0.33115502540115926,786.3089646549977,0.9269566706627848,601.7467436489608,1.5700015897408723,943.6808539363767,0.08814585998021092,2353.007529089665,12737626.0,0.7532827545729479,0.05299683095360774,0.04115673274869924,0.04002031690645391,0.04391211929049943,360945.0,0.3717233116911798,0.5744488539268716,0.6155753120191485,0.7271622896053451,0.547063975416268,0.062230144489553024,0.07926564844286854,0.067535184228009,0.2835198880732558,0.04030610030640546,0.12928751848670736,0.12343839597720022,0.1767811729470844,0.37569288561088454,0.020371531757531196
